City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
384,Hare Bay,48.8499,-54.0148,65.8,46,80,11.41,CA,2022-05-12 14:49:13
385,San Antonio,29.4241,-98.4936,78.19,81,100,10.36,US,2022-05-12 14:49:13
386,Bonfim,3.0833,-59.95,88.74,52,32,8.86,BR,2022-05-12 14:49:14
387,Chipinge,-20.1883,32.6236,64.71,73,8,6.02,ZW,2022-05-12 14:49:14
388,Ouahigouya,13.5828,-2.4216,107.37,14,34,1.9,BF,2022-05-12 14:49:15
389,Sambava,-14.2667,50.1667,76.77,82,49,14.65,MG,2022-05-12 14:49:16
390,Brae,60.3964,-1.353,48.18,87,99,23.64,GB,2022-05-12 14:49:16
391,Ilulissat,69.2167,-51.1,24.82,50,20,9.22,GL,2022-05-12 14:49:17
392,Comodoro Rivadavia,-45.8667,-67.5,49.86,81,100,8.05,AR,2022-05-12 14:45:01
393,Treuchtlingen,48.95,10.9167,76.51,63,62,10.45,DE,2022-05-12 14:49:18
394,Banda Aceh,5.5577,95.3222,82.13,77,77,10.31,ID,2022-05-12 14:49:18
395,Hatillo,18.4863,-66.8254,85.1,78,100,4.0,PR,2022-05-12 14:49:19
396,Saint-Augustin,51.226,-58.6502,52.5,43,19,16.87,CA,2022-05-12 14:49:19
397,Mount Darwin,-16.7725,31.5838,75.47,43,16,4.54,ZW,2022-05-12 14:49:20
398,Butembo,0.15,29.2833,64.78,87,100,2.44,CD,2022-05-12 14:49:21
399,Zhezkazgan,47.8043,67.7144,67.98,40,0,4.47,KZ,2022-05-12 14:49:21
400,Camocim,-2.9022,-40.8411,84.99,67,86,3.04,BR,2022-05-12 14:49:22
401,Veraval,20.9,70.3667,83.91,83,41,16.62,IN,2022-05-12 14:49:22
402,Polovinnoye,54.7914,65.9864,59.18,34,58,0.22,RU,2022-05-12 14:49:23
403,Chunhuhub,19.55,-88.6833,83.35,52,35,3.49,MX,2022-05-12 14:49:23
404,Dmitrov,56.35,37.5167,68.65,91,100,11.63,RU,2022-05-12 14:49:24
405,Qeshm,26.9581,56.2719,93.07,53,0,12.5,IR,2022-05-12 14:49:24
406,Ikongo,-21.8833,47.4333,65.79,99,19,1.63,MG,2022-05-12 14:49:25
407,Thinadhoo,0.5333,72.9333,83.89,75,83,13.04,MV,2022-05-12 14:49:25
408,Dwarka,22.2394,68.9678,83.97,82,1,14.29,IN,2022-05-12 14:49:26
409,Auray,47.6703,-2.9918,65.48,67,98,9.73,FR,2022-05-12 14:49:27
410,Manaira,-7.7061,-38.1544,89.76,35,78,6.73,BR,2022-05-12 14:49:27
411,Alberton,46.8168,-64.0654,66.33,59,0,10.6,CA,2022-05-12 14:49:28
412,Alakurtti,66.9672,30.3491,52.39,62,99,3.13,RU,2022-05-12 14:50:28
413,Mathbaria,22.2876,89.9593,82.58,78,0,10.31,BD,2022-05-12 14:47:58
414,Zhanaozen,43.3,52.8,65.14,41,13,10.78,KZ,2022-05-12 14:50:29
415,Saint-Joseph,-21.3667,55.6167,75.58,78,55,6.96,RE,2022-05-12 14:46:45
416,Stephenville,32.2207,-98.2023,77.18,73,40,12.66,US,2022-05-12 14:50:30
417,Mabaruma,8.2,-59.7833,80.76,85,4,7.02,GY,2022-05-12 14:50:31
418,Barranca,-10.75,-77.7667,65.68,81,88,6.06,PE,2022-05-12 14:50:31
419,Caraballeda,10.6112,-66.8522,92.86,57,20,4.61,VE,2022-05-12 14:50:32
420,San Cristobal,7.7669,-72.225,69.98,51,98,6.87,VE,2022-05-12 14:46:49
421,San Carlos,9.6612,-68.5827,88.68,50,100,6.44,VE,2022-05-12 14:50:33
422,Kibala,9.1104,18.3463,102.16,25,89,3.69,TD,2022-05-12 14:50:33
423,Raudeberg,61.9875,5.1352,47.07,85,99,19.13,NO,2022-05-12 14:50:33
424,Khorramshahr,30.4397,48.1664,98.56,9,0,18.41,IR,2022-05-12 14:50:34
425,Awjilah,29.1081,21.2869,76.23,51,70,2.42,LY,2022-05-12 14:50:34
426,Berea,41.3662,-81.8543,79.05,39,20,8.05,US,2022-05-12 14:50:35
427,Richards Bay,-28.783,32.0377,73.81,73,26,8.95,ZA,2022-05-12 14:50:35
428,San Pedro,14.35,121.0167,86.36,72,20,4.61,PH,2022-05-12 14:47:16
429,Kemin,42.7846,75.6892,57.61,77,100,4.41,KG,2022-05-12 14:50:36
430,Santarem,-2.4431,-54.7083,84.33,89,20,12.66,BR,2022-05-12 14:46:43
431,Gameleira,-8.5844,-35.3867,84.85,62,58,8.14,BR,2022-05-12 14:50:37
432,Sohbatpur,28.5202,68.5434,106.52,2,0,12.77,PK,2022-05-12 14:50:37
433,Amparafaravola,-17.5833,48.2167,65.82,82,20,5.68,MG,2022-05-12 14:50:38
434,Mashhad,36.297,59.6062,73.54,46,0,11.5,IR,2022-05-12 14:48:20
435,Bayan,46.0833,127.4,43.34,35,3,5.23,CN,2022-05-12 14:46:31
436,Iquitos,-3.7481,-73.2472,75.24,100,75,0.0,PE,2022-05-12 14:50:39
437,Mitu,1.1983,-70.1733,78.1,94,94,2.82,CO,2022-05-12 14:50:39
438,Shakhovskaya,56.0283,35.5097,58.89,90,100,14.16,RU,2022-05-12 14:50:40
439,Roros,62.5747,11.3842,40.84,75,75,11.5,NO,2022-05-12 14:50:41
440,Presidencia Roque Saenz Pena,-26.7852,-60.4388,68.79,55,0,7.14,AR,2022-05-12 14:50:41
441,Cabedelo,-6.9811,-34.8339,77.67,69,66,12.24,BR,2022-05-12 14:50:42
442,Peterhead,57.5058,-1.7981,55.8,70,100,11.95,GB,2022-05-12 14:50:42
443,Porto Novo,6.4965,2.6036,88.18,60,100,8.39,BJ,2022-05-12 14:48:36
444,Paracuru,-3.41,-39.0306,84.11,74,67,8.32,BR,2022-05-12 14:50:43
445,Ukhta,63.5671,53.6835,46.94,76,100,8.3,RU,2022-05-12 14:50:44
446,Hun,29.1268,15.9477,76.35,34,45,15.84,LY,2022-05-12 14:50:44
447,Micheweni,-4.9667,39.8333,80.74,76,28,14.05,TZ,2022-05-12 14:50:45
448,Puerto Del Rosario,28.5004,-13.8627,74.95,69,20,9.22,ES,2022-05-12 14:50:45
449,Mponela,-13.5319,33.7401,75.29,66,18,7.94,MW,2022-05-12 14:50:46
450,Yenagoa,4.9247,6.2642,90.01,58,94,3.62,NG,2022-05-12 14:50:46
451,Manicore,-5.8092,-61.3003,87.75,70,17,8.05,BR,2022-05-12 14:50:47
452,Noyabrsk,63.1994,75.4507,55.9,59,99,9.44,RU,2022-05-12 14:50:48
453,Uyemskiy,64.4743,40.8524,57.25,66,75,6.71,RU,2022-05-12 14:50:48
454,Muisne,0.6,-80.0333,79.47,80,92,6.62,EC,2022-05-12 14:50:49
455,Parrita,9.5201,-84.3225,84.29,69,36,4.0,CR,2022-05-12 14:50:49
456,Marzuq,14.4,46.4667,90.27,11,8,10.83,YE,2022-05-12 14:50:50
457,Utiel,39.5667,-1.2,69.94,35,99,10.87,ES,2022-05-12 14:50:50
458,Oistins,13.0667,-59.5333,86.09,66,20,20.71,BB,2022-05-12 14:50:51
459,Troitskaya,43.3056,44.9789,66.22,64,82,2.21,RU,2022-05-12 14:50:51
460,Tibati,6.4667,12.6333,84.74,50,100,7.25,CM,2022-05-12 14:51:52
461,Abu Zabad,12.35,29.25,101.55,18,81,9.08,SD,2022-05-12 14:51:53
462,Itarema,-2.9248,-39.9167,85.19,68,51,6.51,BR,2022-05-12 14:51:53
463,Kotlas,61.2611,46.6556,46.69,82,100,12.55,RU,2022-05-12 14:51:54
464,Jacksonville,30.3322,-81.6556,78.12,62,20,11.5,US,2022-05-12 14:51:34
465,Touros,-5.1989,-35.4608,83.03,77,67,12.88,BR,2022-05-12 14:51:54
466,Westport,41.1415,-73.3579,72.63,82,100,8.05,US,2022-05-12 14:51:55
467,Illela,13.7292,5.2975,108.48,13,83,7.29,NG,2022-05-12 14:51:55
468,Hukuntsi,-24.0,21.75,80.55,15,0,9.53,BW,2022-05-12 14:51:56
469,Charagua,-19.8,-63.2167,63.97,53,88,5.12,BO,2022-05-12 14:51:57
470,Frolovo,49.7713,43.6622,61.93,62,100,13.27,RU,2022-05-12 14:51:57
471,Santa Rosa,14.3122,121.1114,87.12,74,31,5.77,PH,2022-05-12 14:51:58
472,Goderich,43.7501,-81.7165,73.72,28,73,5.75,CA,2022-05-12 14:51:58
473,Xuddur,4.1213,43.8894,81.34,61,99,11.21,SO,2022-05-12 14:51:59
474,Simoes,-7.5989,-40.8178,93.02,34,27,7.38,BR,2022-05-12 14:52:00
475,Tumbes,-3.5667,-80.4414,78.12,70,74,2.04,PE,2022-05-12 14:52:00
476,Dharchula,29.85,80.5333,71.29,75,81,4.36,IN,2022-05-12 14:52:01
477,Mecca,21.4267,39.8261,100.69,16,0,11.18,SA,2022-05-12 14:49:43
478,Danielskuil,-28.1887,23.5395,68.68,26,0,13.13,ZA,2022-05-12 14:52:01
479,Floro,61.5996,5.0328,48.16,71,75,12.66,NO,2022-05-12 14:52:02
480,Krasnaya Gora,52.9995,31.6023,65.48,79,70,24.74,RU,2022-05-12 14:52:02
481,Cap-Aux-Meules,47.3821,-61.8597,51.85,66,20,10.36,CA,2022-05-12 14:52:03
482,Salalah,17.0151,54.0924,85.53,52,3,2.53,OM,2022-05-12 14:52:03
483,Talcahuano,-36.7167,-73.1167,47.88,100,100,4.61,CL,2022-05-12 14:52:04
484,Portobelo,9.55,-79.65,89.11,75,37,6.58,PA,2022-05-12 14:52:04
485,Isilkul,54.9109,71.2728,59.02,43,100,1.57,RU,2022-05-12 14:52:05
486,Porbandar,21.6422,69.6093,84.54,78,1,11.99,IN,2022-05-12 14:48:41
487,Saint-Andre-Avellin,45.7168,-75.066,78.93,54,13,5.26,CA,2022-05-12 14:52:06
488,Jalu,29.0331,21.5482,76.24,49,62,4.12,LY,2022-05-12 14:52:06
489,Neiva,2.9273,-75.2819,76.89,83,75,9.22,CO,2022-05-12 14:50:27
490,Turukhansk,65.8167,87.9833,36.61,100,100,4.45,RU,2022-05-12 14:52:07
491,Makariv,50.4641,29.8113,73.98,59,45,19.55,UA,2022-05-12 14:52:07
492,Mapiripan,2.8892,-72.1256,80.53,82,91,1.25,CO,2022-05-12 14:52:08
493,Mantua,45.1667,10.7833,86.09,44,24,5.99,IT,2022-05-12 14:52:09
494,Saint Anthony,45.0205,-93.218,65.93,94,100,9.22,US,2022-05-12 14:52:09
495,Macusani,-14.0833,-70.4333,45.81,46,1,5.14,PE,2022-05-12 14:52:10
496,Eirunepe,-6.6603,-69.8736,79.81,91,68,3.38,BR,2022-05-12 14:52:10
497,Navalgund,15.5667,75.3667,77.9,69,100,20.02,IN,2022-05-12 14:52:11
498,Corumba,-19.0092,-57.6533,76.71,64,0,4.61,BR,2022-05-12 14:52:11
499,Halifax,44.6453,-63.5724,75.69,55,20,6.91,CA,2022-05-12 14:51:04
500,Naron,43.5167,-8.1528,72.55,70,100,16.91,ES,2022-05-12 14:52:12
501,Gdov,58.7406,27.8122,47.57,90,88,11.43,RU,2022-05-12 14:52:14
502,Pryluky,50.5932,32.3876,73.2,62,61,19.66,UA,2022-05-12 14:52:14
503,Thompson,55.7435,-97.8558,42.96,65,75,3.44,CA,2022-05-12 14:52:15
504,Puerto Quijarro,-17.7833,-57.7667,87.6,40,55,3.96,BO,2022-05-12 14:52:15
505,Salta,-24.7859,-65.4117,65.57,69,20,5.01,AR,2022-05-12 14:50:31
506,Koutsouras,35.0339,25.9469,69.12,63,100,5.32,GR,2022-05-12 14:53:16
507,Taraz,42.9,71.3667,64.81,72,100,6.71,KZ,2022-05-12 14:53:17
508,Narok,-1.0783,35.8601,67.17,70,94,5.44,KE,2022-05-12 14:53:18
509,Jijiga,9.35,42.8,80.53,22,25,12.62,ET,2022-05-12 14:53:19
510,Lodwar,3.1191,35.5973,94.55,27,91,16.42,KE,2022-05-12 14:53:19
511,Yarim,14.298,44.3779,70.52,17,0,14.03,YE,2022-05-12 14:53:20
512,Samarkand,39.6542,66.9597,69.22,52,40,16.11,UZ,2022-05-12 14:53:20
513,Gerash,27.6652,54.1371,96.94,4,0,10.51,IR,2022-05-12 14:53:21
514,Neka,36.6508,53.299,63.91,82,100,6.91,IR,2022-05-12 14:53:21
515,Perchtoldsdorf,48.119,16.2574,85.24,42,43,8.01,AT,2022-05-12 14:53:22
516,Sylacauga,33.1732,-86.2516,79.2,48,0,11.5,US,2022-05-12 14:53:19
517,Reconquista,-29.15,-59.65,66.11,57,0,8.19,AR,2022-05-12 14:53:22
518,Port-Cartier,50.0334,-66.8654,62.82,39,10,8.46,CA,2022-05-12 14:52:53
519,Salinas,36.6777,-121.6555,52.56,79,0,3.44,US,2022-05-12 14:53:21
520,Ushtobe,45.2514,77.9838,71.98,34,76,10.22,KZ,2022-05-12 14:53:23
521,Asuncion,-25.3007,-57.6359,67.89,73,20,6.91,PY,2022-05-12 14:50:11
522,Virginia Beach,36.8529,-75.978,58.05,94,100,17.27,US,2022-05-12 14:50:05
523,Kedougou,12.5579,-12.1743,108.64,9,7,5.84,SN,2022-05-12 14:53:24
524,Iracoubo,5.4802,-53.2011,81.39,79,20,12.55,GF,2022-05-12 14:53:25
525,Ayodhya,26.8,82.2,95.59,34,64,9.19,IN,2022-05-12 14:53:25
526,Bari,41.1177,16.8512,81.86,57,0,8.05,IT,2022-05-12 14:53:26
527,Jardim,-21.4803,-56.1381,78.64,40,0,1.48,BR,2022-05-12 14:53:27
528,Wilmington,34.2257,-77.9447,64.94,88,100,12.66,US,2022-05-12 14:51:12
529,Slavonski Brod,45.1603,18.0156,88.57,41,14,3.56,HR,2022-05-12 14:53:27
530,Aksu,41.1231,80.2644,72.99,31,76,7.07,CN,2022-05-12 14:53:28
531,Pryvillya,49.015,38.3046,69.46,45,39,14.79,UA,2022-05-12 14:53:29
532,Quelimane,-17.8786,36.8883,80.55,61,40,9.22,MZ,2022-05-12 14:53:29
533,Praia Da Vitoria,38.7333,-27.0667,66.76,72,40,4.83,PT,2022-05-12 14:53:30
534,Abalak,58.1286,68.5944,54.43,66,76,0.54,RU,2022-05-12 14:53:31
535,Key Largo,25.0865,-80.4473,75.99,58,1,5.44,US,2022-05-12 14:50:28
536,Filadelfia,39.9523,-75.1638,71.51,78,100,12.66,US,2022-05-12 14:50:32
537,Guca,43.7767,20.2253,82.29,45,11,6.64,RS,2022-05-12 14:53:31
538,Fomboni,-12.28,43.7425,81.19,63,6,10.36,KM,2022-05-12 14:53:32
539,Gazalkent,41.5581,69.7708,63.95,63,87,1.81,UZ,2022-05-12 14:53:32
540,Panama City,8.9936,-79.5197,87.17,78,40,6.91,PA,2022-05-12 14:48:58
541,Senno,59.5336,33.9167,51.1,87,100,7.25,RU,2022-05-12 14:53:33
542,Chateauroux,46.8167,1.7,66.2,77,75,3.44,FR,2022-05-12 14:53:34
543,Chelmsford,51.7357,0.4696,65.95,52,7,1.01,GB,2022-05-12 14:53:35
544,Gornopravdinsk,60.05,69.9,53.42,87,97,5.26,RU,2022-05-12 14:53:35
545,Severodvinsk,64.5635,39.8302,57.31,60,89,3.58,RU,2022-05-12 14:53:36
546,Mubarakpur,26.09,83.2922,97.25,31,58,8.19,IN,2022-05-12 14:53:36
547,Santa Cruz Cabralia,-16.2781,-39.0247,84.43,58,20,8.05,BR,2022-05-12 14:53:37
548,Hauterive,46.0901,3.4459,68.76,63,100,4.38,FR,2022-05-12 14:53:37
549,Pizarro,4.9533,-77.366,79.03,88,100,6.49,CO,2022-05-12 14:53:38
550,Kaspiysk,42.8816,47.6392,62.78,55,94,11.18,RU,2022-05-12 14:53:39
551,Agirish,61.9247,63.0231,47.39,87,84,3.18,RU,2022-05-12 14:54:39
552,Taltal,-25.4,-70.4833,64.71,70,7,4.09,CL,2022-05-12 14:54:40
553,Dinajpur,25.6272,88.6386,85.06,71,41,6.76,BD,2022-05-12 14:50:13
554,Karpathos,35.507,27.2132,67.96,64,0,11.5,GR,2022-05-12 14:54:41
555,General Roca,-39.0333,-67.5833,54.36,84,100,3.33,AR,2022-05-12 14:54:41
556,Humaita,-7.5061,-63.0208,90.75,51,7,3.65,BR,2022-05-12 14:54:42
557,Bytca,49.224,18.5588,79.59,36,40,17.27,SK,2022-05-12 14:54:42
558,Muros,42.7762,-9.0603,75.83,57,100,8.1,ES,2022-05-12 14:54:43
559,Chalons-En-Champagne,48.9539,4.3672,70.83,58,100,8.97,FR,2022-05-12 14:54:44
560,Ponta Delgada,37.7333,-25.6667,67.5,55,20,14.97,PT,2022-05-12 14:54:44
561,Krosno,49.6887,21.7706,68.23,80,56,14.43,PL,2022-05-12 14:54:45
562,Sakakah,29.9697,40.2064,89.17,14,0,16.46,SA,2022-05-12 14:54:45
563,Alice Town,25.7167,-79.3,74.19,70,15,6.96,BS,2022-05-12 14:54:46
564,Waddan,29.1614,16.139,75.79,36,57,16.49,LY,2022-05-12 14:54:46
565,Elbistan,38.2059,37.1983,63.64,30,25,15.05,TR,2022-05-12 14:54:47
566,Dondo,-19.6094,34.7431,80.11,75,55,6.08,MZ,2022-05-12 14:54:47
567,Nevsehir,38.9167,34.6667,65.41,26,40,4.61,TR,2022-05-12 14:54:48
568,Birzai,56.2,24.75,58.28,61,47,19.15,LT,2022-05-12 14:54:48
569,Puerto Suarez,-18.95,-57.8,77.36,65,75,4.61,BO,2022-05-12 14:54:49
570,San Ramon De La Nueva Oran,-23.1322,-64.326,72.68,56,99,3.36,AR,2022-05-12 14:54:49
571,Suluq,31.6682,20.2521,74.79,39,42,16.06,LY,2022-05-12 14:54:50
572,Kismayo,-0.3582,42.5454,81.66,77,98,15.84,SO,2022-05-12 14:54:51
573,Aleksandrov Gay,50.147,48.5704,51.39,79,100,14.09,RU,2022-05-12 14:54:51
574,Cap Malheureux,-19.9842,57.6142,73.47,83,7,1.99,MU,2022-05-12 14:54:52
575,Erice,38.037,12.5865,69.37,83,0,17.27,IT,2022-05-12 14:54:52
